job_title,skills_languages,skills_frameworks,skills_databases,skills_platforms,wanted_languages,wanted_frameworks,wanted_databases,wanted_platforms,hiring_algorithms,hiring_tech_exp,hiring_communication,hiring_opensource,hiring_education,hiring_execution,problem_solving,building_things,learning_new_tech,invest_time_tools,collaborate_remote,country,years_coding_numeric,job_category
Web developer,JavaScript; Python; Ruby,Node.js; React,,,CoffeeScript; Common Lisp; Clojure; Java,,,Amazon Web Services (AWS),Not very important,Somewhat important,Important,Important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Disagree,United States,1.5,Web Developer
Web developer; Database administrator,C++; JavaScript; PHP; SQL,Node.js; React,MySQL,Android; Windows Desktop; Arduino; WordPress; Microsoft Azure,C; C++; C#; F#; Groovy; Haskell; Java; JavaScript; Lua; Perl; PHP; Python; R; Ruby; SQL; Swift; TypeScript; VB.NET; VBA,AngularJS; Hadoop; Node.js; React; Cordova; Firebase; .NET Core,Cassandra; MongoDB; SQL Server; MySQL; Oracle; SQLite,iOS; Windows Desktop; Mac OS; Arduino; Raspberry Pi; Serverless; Salesforce; SharePoint; WordPress; Amazon Web Services (AWS),Important,Very important,Very important,Not very important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Disagree,Ghana,7.5,Web Developer
Desktop applications developer,,,,Windows Desktop,,,,Android; iOS,Important,Important,Somewhat important,Important,Very important,Important,Strongly agree,Agree,Agree,Agree,Unknown,South Africa,15.5,Desktop Developer
Web developer; Database administrator; DevOps specialist,C#; SQL; TypeScript; VB.NET,AngularJS,SQL Server,Windows Desktop,C#; JavaScript; Rust; Scala; SQL,Node.js; React; .NET Core,SQL Server,Windows Desktop,Not very important,Somewhat important,Important,Important,Not very important,Important,Agree,Agree,Agree,Agree,Somewhat agree,Switzerland,7.5,Web Developer
Web developer; Mobile developer; Machine learning specialist; Desktop applications developer; Other,C; C++; C#; Java; JavaScript; Perl; PHP; Python; R; SQL; TypeScript; VBA,AngularJS; Node.js; .NET Core,SQL Server; MySQL; SQLite,Android; iOS; Windows Desktop; Mac OS; Arduino; Amazon Web Services (AWS); Microsoft Azure,C; C++; C#; Java; JavaScript; Perl; PHP; Python; R; SQL; TypeScript; VBA,AngularJS; Node.js; .NET Core,SQL Server; MySQL; Oracle; SQLite,Android; iOS; Windows Desktop; Mac OS; Arduino; Amazon Web Services (AWS); Microsoft Azure,Important,Important,Very important,Somewhat important,Not very important,Important,Agree,Strongly agree,Agree,Agree,Disagree,Germany,15.5,Web Developer
Web developer; Database administrator; Systems administrator,C; C#; Java; JavaScript; SQL; VB.NET,,SQL Server; Oracle,SharePoint,C#; JavaScript; Objective-C; Python; SQL; Swift; TypeScript,AngularJS; Node.js; .NET Core,SQL Server,iOS; Mac OS; Raspberry Pi; SharePoint,Very important,Somewhat important,Important,Not very important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Agree,United States,7.5,Web Developer
Web developer; Mobile developer,JavaScript; Swift,Node.js; Firebase,MongoDB,iOS,JavaScript; Swift,Node.js; Firebase,,iOS,Somewhat important,Important,Very important,Important,Not very important,Somewhat important,Agree,Strongly agree,Strongly agree,Unknown,Somewhat agree,Bolivia,5.5,Web Developer
Not specified,Java; JavaScript; SQL,AngularJS; Node.js; Cordova,Oracle,,Java; JavaScript; Objective-C; PHP; Python; SQL,AngularJS; Node.js; Cordova,MongoDB; SQL Server; MySQL; PostgreSQL; Oracle,,Somewhat important,Important,Important,Important,Important,Important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,United States,1.5,Not specified
Web developer; Desktop applications developer; Other,Java; JavaScript; SQL,AngularJS,SQL Server; Oracle,,Java; JavaScript; Scala,AngularJS; Node.js,MongoDB; Oracle,Android; iOS; Raspberry Pi,Important,Not very important,Not very important,Not very important,Somewhat important,Somewhat important,Agree,Agree,Agree,Disagree,Unknown,United States,9.5,Web Developer
Web developer; Mobile developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,United States,1.5,Web Developer
Web developer,C#; JavaScript,AngularJS; .NET Core,SQL Server; MySQL; PostgreSQL,,C#; F#; Python; TypeScript,AngularJS; .NET Core,SQL Server; PostgreSQL,Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Ireland,18.5,Web Developer
Not specified,Assembly; C; C++; C#,,,,Assembly; C; C++; C#; Java; JavaScript; PHP; Python,.NET Core,SQL Server; MySQL; SQLite,Android; Windows Desktop; Linux Desktop; Raspberry Pi,Important,Important,Important,Not very important,Somewhat important,Very important,Strongly agree,Strongly agree,Agree,Agree,Unknown,United States,20.0,Not specified
Not specified,JavaScript; PHP; Python; SQL,,MySQL; SQLite,Windows Desktop,C; Java; JavaScript; Lua; PHP; SQL; VB.NET,AngularJS; Node.js; React,MySQL; SQLite,Windows Desktop; Raspberry Pi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Strongly agree,Agree,Agree,Unknown,France,4.5,Not specified
Web developer; Data scientist; Desktop applications developer; Database administrator,C; C++; Python; SQL,,SQL Server; MySQL,Windows Desktop,Lua; Matlab; Python; R; Scala; SQL; Swift,Hadoop; Spark; Firebase,Cassandra; MongoDB; MySQL,Raspberry Pi; Amazon Web Services (AWS); Microsoft Azure,Very important,Somewhat important,Important,Somewhat important,Important,Important,Strongly agree,Agree,Strongly agree,Agree,Disagree,India,1.5,Web Developer
Not specified,Python,,,Windows Desktop,JavaScript; PHP; Python; SQL,,MySQL; SQLite,Android; Raspberry Pi; WordPress,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Poland,3.5,Not specified
Not specified,Python; SQL; VB.NET,,SQL Server; MySQL; PostgreSQL; Oracle,Windows Desktop,C#,Hadoop,MongoDB; SQL Server; MySQL; PostgreSQL,Windows Desktop,Somewhat important,Important,Somewhat important,Not very important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Strongly agree,United States,4.5,Not specified
Not specified,Assembly; C; C++; Java,,,Mac OS,Assembly; C; C++; Java,,,iOS; Linux Desktop; Mac OS; Raspberry Pi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Canada,4.5,Not specified
Web developer,JavaScript; PHP; Python,,,Linux Desktop; Mac OS; WordPress,JavaScript; PHP; Python; SQL,Node.js; React,MySQL,Linux Desktop,Not very important,Very important,Important,Somewhat important,Not very important,Very important,Agree,Strongly agree,Agree,Agree,Disagree,United States,1.5,Web Developer
Not specified,JavaScript,Node.js,,,JavaScript; PHP; Python; TypeScript,AngularJS; Node.js,MongoDB; MySQL; PostgreSQL; SQLite,Android; Linux Desktop; Raspberry Pi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Switzerland,4.5,Not specified
Web developer; Desktop applications developer,Java; JavaScript; TypeScript,Node.js; React,MongoDB; MySQL,,C++; JavaScript; Swift; TypeScript,Node.js; React,MongoDB; Redis; MySQL; PostgreSQL,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Unknown,Ukraine,4.5,Web Developer
Not specified,Java; JavaScript; PHP; Python; SQL,.NET Core,MySQL; PostgreSQL; SQLite,Linux Desktop; Arduino; Raspberry Pi,Assembly; C; C++; Go; Java; PHP; Python; SQL,React,MySQL; PostgreSQL; Oracle; SQLite,Windows Phone; Windows Desktop; Linux Desktop; Arduino; Raspberry Pi; Amazon Web Services (AWS); Microsoft Azure,Very important,Very important,Important,Important,Somewhat important,Very important,Agree,Strongly agree,Agree,Strongly agree,Agree,United States,4.5,Not specified
Desktop applications developer,C++; C#; Scala,Node.js; Xamarin,SQLite,Windows Desktop; Linux Desktop,C++; F#,.NET Core,,Windows Phone; Windows Desktop,Somewhat important,Not very important,Important,Not very important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,United States,0.5,Desktop Developer
Web developer,Ruby,,,,JavaScript; Python; Ruby,AngularJS; React; Firebase,MongoDB; PostgreSQL,Amazon Web Services (AWS),Not very important,Very important,Important,Not very important,Not very important,Very important,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,United States,1.5,Web Developer
Graphics programming; Desktop applications developer,C; C++; Java; JavaScript; Objective-C; PHP; Python; SQL,,,Windows Phone; Windows Desktop; Linux Desktop; Arduino; Raspberry Pi; WordPress; Amazon Web Services (AWS),C; C++,,,Windows Desktop,Important,Not very important,Important,Important,Important,Very important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Spain,0.5,Desktop Developer
Not specified,,,,,,,,,Important,Somewhat important,Very important,Not very important,Important,Important,Somewhat agree,Agree,Agree,Disagree,Strongly agree,Brazil,3.5,Not specified
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Portugal,4.5,Not specified
Not specified,C++; Java; JavaScript; PHP; Python; SQL,,SQL Server; MySQL; Oracle,Android; Windows Phone; Windows Desktop; Arduino,CoffeeScript,.NET Core,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Malaysia,4.5,Not specified
Web developer,Go; JavaScript,Node.js; React,Redis; MySQL,Linux Desktop; Amazon Web Services (AWS),Go; JavaScript,Node.js; React,Redis; MySQL,Linux Desktop; Serverless; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Somewhat agree,Agree,Agree,Unknown,United States,5.5,Web Developer
Other,Perl; Python; SQL,,SQLite,Linux Desktop; Mac OS; Serverless; Amazon Web Services (AWS); Microsoft Azure,C; C++; Erlang; Go; Haskell; Python; Rust; Scala; Smalltalk,,,Linux Desktop; Mac OS; Serverless; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,United States,3.5,Other
Web developer,Python; SQL,,MySQL; PostgreSQL,Mac OS; Serverless; Amazon Web Services (AWS),JavaScript; Scala; Swift,React; Spark,PostgreSQL,iOS; Mac OS; Serverless; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,United States,7.5,Web Developer
Mobile developer; Desktop applications developer; Database administrator; Systems administrator,C++; Java; Matlab; Perl; SQL; VB.NET,Node.js; Firebase,SQLite,Android; Linux Desktop; Amazon Web Services (AWS),C++; Java; SQL,Node.js; Firebase,Cassandra; MongoDB; Redis; MySQL; PostgreSQL; Oracle; SQLite,Android; Linux Desktop; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Indonesia,1.5,Desktop Developer
Not specified,Java,,MySQL; SQLite,Android,JavaScript; Ruby,Node.js,MongoDB,Android; iOS; Windows Phone; Microsoft Azure,Important,Important,Very important,Not very important,Not very important,Very important,Agree,Strongly agree,Strongly agree,Somewhat agree,Unknown,Indonesia,0.5,Not specified
Web developer; Mobile developer; DevOps specialist,JavaScript; PHP; Ruby; SQL; TypeScript,AngularJS; Node.js,Redis; MySQL,Mac OS; WordPress,Elixir; JavaScript; PHP; Ruby; Rust; TypeScript,AngularJS; Node.js; React,Redis; MySQL,Mac OS,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Japan,9.5,Web Developer
Web developer; Machine learning specialist; DevOps specialist,C#; Java; JavaScript; SQL; TypeScript; VB.NET; VBA; Visual Basic 6,AngularJS,Redis; SQL Server,Salesforce; Microsoft Azure,Go; Python; Swift,.NET Core,MongoDB,Raspberry Pi; Amazon Web Services (AWS); Microsoft Azure,Important,Very important,Important,Not very important,Important,Very important,Strongly agree,Agree,Agree,Agree,Disagree,India,11.5,Web Developer
Not specified,Assembly; C; C++; Java; Matlab,,,Arduino; Raspberry Pi,C; Matlab,,,,Important,Somewhat important,Very important,Not very important,Somewhat important,Important,Strongly agree,Strongly agree,Strongly agree,Agree,Unknown,United States,4.5,Not specified
Web developer; Other,Java; JavaScript; Scala; SQL,AngularJS; Firebase,MongoDB; Redis; MySQL,Linux Desktop; Salesforce,Go; Scala,Node.js; React; Firebase,Cassandra; Redis; MySQL,Android; Serverless; Amazon Web Services (AWS),Very important,Important,Important,Somewhat important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Disagree,India,11.5,Web Developer
Not specified,C; C#; Java; JavaScript; Python; R,AngularJS; Node.js; Firebase,MySQL; PostgreSQL,Android; Linux Desktop; Arduino; WordPress,Python,Node.js; Firebase,MySQL; PostgreSQL,Linux Desktop; Arduino; WordPress; Amazon Web Services (AWS),Important,Important,Important,Somewhat important,Not very important,Unknown,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,India,4.5,Not specified
Web developer; Database administrator; Systems administrator; DevOps specialist,JavaScript; PHP,Node.js,MongoDB; MySQL,Linux Desktop; Mac OS; Amazon Web Services (AWS),Go; Python; Ruby; Swift,Hadoop; Spark,Cassandra; Redis,Raspberry Pi,Important,Very important,Somewhat important,Important,Somewhat important,Important,Agree,Agree,Strongly agree,Agree,Disagree,India,1.5,Web Developer
Web developer; Mobile developer; Desktop applications developer,C#; Java; JavaScript; SQL,AngularJS,SQL Server; Oracle,Windows Phone; Windows Desktop; WordPress,C#; JavaScript; SQL,AngularJS,SQL Server; Oracle,WordPress; Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Bangladesh,0.5,Web Developer
Mobile developer; Desktop applications developer,Objective-C; PHP; Swift,,MySQL,iOS; Mac OS,C#; JavaScript; PHP; Ruby; Swift,AngularJS; Node.js; Xamarin,MySQL; SQLite,iOS; Mac OS,Very important,Important,Important,Important,Not very important,Important,Strongly agree,Strongly agree,Agree,Somewhat agree,Unknown,India,1.5,Desktop Developer
Web developer,PHP; Python; SQL,Firebase,MySQL; Oracle,,JavaScript; TypeScript,AngularJS; Node.js; React,MongoDB; SQLite,Amazon Web Services (AWS),Very important,Important,Very important,Important,Important,Important,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,India,0.5,Web Developer
Not specified,Java,,MongoDB; MySQL; PostgreSQL,,Java; Python,AngularJS,Oracle,Android; iOS; Arduino; Amazon Web Services (AWS),Very important,Important,Very important,Somewhat important,Not very important,Very important,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Cameroon,4.5,Not specified
Web developer,C; JavaScript; Ruby; SQL,,Redis; SQL Server; MySQL; PostgreSQL,Linux Desktop,JavaScript; Ruby; SQL,AngularJS; Node.js,MongoDB; Redis; PostgreSQL; SQLite,iOS; Linux Desktop,Very important,Important,Important,Somewhat important,Not very important,Important,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,India,0.5,Web Developer
Web developer,JavaScript; PHP; SQL,,MySQL,Windows Desktop; Linux Desktop; WordPress,JavaScript; PHP; SQL,,MySQL,Windows Desktop; Linux Desktop; WordPress,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Disagree,Unknown,India,2.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Somewhat agree,Strongly agree,Agree,Unknown,Kazakhstan,1.5,Not specified
Embedded applications/devices developer; Graphics programming; Desktop applications developer,C++; Perl; SQL,,MySQL; PostgreSQL; SQLite,Android; Windows Desktop; Linux Desktop; Arduino; Raspberry Pi,Python,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Agree,Strongly agree,Agree,Unknown,Germany,15.5,Desktop Developer
Web developer,JavaScript; SQL,Node.js,Redis; PostgreSQL,,C#; Go; Python; TypeScript,Node.js; React; Xamarin; Firebase,MongoDB; PostgreSQL; SQLite,Android; iOS,Not very important,Somewhat important,Important,Important,Not very important,Important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,France,2.5,Web Developer
Mobile developer; Desktop applications developer,Java; JavaScript; PHP; Ruby; SQL; Swift,AngularJS; Node.js; React; Cordova,MongoDB; SQL Server; MySQL,Android; iOS; Raspberry Pi; WordPress; Amazon Web Services (AWS); Microsoft Azure,JavaScript; PHP; Ruby; SQL; Swift,AngularJS; Node.js; React,MongoDB; SQL Server; MySQL,Android; iOS; Serverless; WordPress; Amazon Web Services (AWS),Important,Very important,Important,Somewhat important,Somewhat important,Very important,Agree,Agree,Strongly agree,Somewhat agree,Agree,India,17.5,Desktop Developer
Web developer; Desktop applications developer; Systems administrator,C#; JavaScript; SQL,Node.js; React,Redis; SQL Server; Oracle,,C#; JavaScript; Lua; SQL,Node.js; React; Firebase,Redis; SQL Server,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Strongly agree,Agree,Agree,Germany,6.5,Web Developer
Web developer; Desktop applications developer,C#; JavaScript; SQL,.NET Core,SQL Server; Oracle,Windows Desktop,C#; Go; Java; JavaScript; SQL,AngularJS; Hadoop; Node.js; React; .NET Core,MongoDB; SQL Server; MySQL; Oracle,Android; iOS; Windows Desktop; Linux Desktop,Important,Somewhat important,Not very important,Not very important,Somewhat important,Somewhat important,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Indonesia,5.5,Web Developer
Web developer,JavaScript; Ruby; TypeScript,AngularJS; Node.js,MongoDB; Redis; PostgreSQL,SharePoint; WordPress; Amazon Web Services (AWS),JavaScript; TypeScript,AngularJS; Node.js; React; Cordova,MongoDB; Redis,Amazon Web Services (AWS),Somewhat important,Important,Important,Not very important,Not at all important,Important,Agree,Agree,Agree,Strongly agree,Disagree,Belgium,4.5,Web Developer
